1,2019.81,72912
1,2018.37,72585
1,2016.93,72806
1,2015.49,72669
1,2014.05,72732
1,2012.6,72770
1,2011.16,72856
1,2009.72,72870
1,2008.27,72896
1,2006.83,72883
1,2005.39,72882
1,2003.94,72950
1,2002.5,73008
1,2001.05,72995
1,1999.61,72992
1,1998.16,72922
1,1996.71,72935
1,1995.27,73001
1,1993.82,72933
1,1992.37,73013
1,1990.93,73038
1,1989.48,73036
1,1988.03,73014
1,1986.58,73079
1,1985.13,73009
1,1983.69,72995
1,1982.24,72949
1,1980.79,72908
1,1979.34,72925
1,1977.89,72975
1,1976.44,72899
1,1974.99,72837
1,1973.54,72898
1,1972.09,72896
1,1970.63,72852
1,1969.18,72849
1,1967.73,72877
1,1966.28,72794
1,1964.82,72865
1,1963.37,72832
1,1961.92,72913
1,1960.46,72916
1,1959.01,72997
1,1957.56,72972
1,1956.1,73012
1,1954.65,73014
1,1953.19,73007
1,1951.74,73015
1,1950.28,73089
1,1948.82,73102
1,1947.37,73115
1,1945.91,73114
1,1944.45,73106
1,1943,73176
1,1941.54,73172
1,1940.08,73194
1,1938.62,73199
1,1937.17,73306
1,1935.71,73234
1,1934.25,73272
1,1932.79,73356
1,1931.33,73388
1,1929.87,73445
1,1928.41,73450
1,1926.95,73447
1,1925.49,73526
1,1924.03,73514
1,1922.56,73649
1,1921.1,73597
1,1919.64,73692
1,1918.18,73683
1,1916.71,73803
1,1915.25,73876
1,1913.79,74066
1,1912.32,73957
1,1910.86,74056
1,1909.4,74119
1,1907.93,74171
1,1906.47,74248
1,1905,74347
1,1903.54,74418
1,1902.07,74523
1,1900.6,74611
1,1899.14,74714
1,1897.67,74838
1,1896.2,74986
1,1894.74,75073
1,1893.27,75168
1,1891.8,75306
1,1890.33,75517
1,1888.86,75608
1,1887.39,75838
1,1885.92,75916
1,1884.45,76196
1,1882.98,76367
1,1881.51,76597
1,1880.04,76797
1,1878.57,77008
1,1877.1,77305
1,1875.63,77551
1,1874.16,77836
1,1872.69,78362
1,1871.21,78686
1,1869.74,79032
1,1868.27,79488
1,1866.79,80162
1,1865.32,80783
1,1863.85,81325
1,1862.37,81898
1,1860.9,82923
1,1859.42,83507
1,1857.95,84330
1,1856.47,85376
1,1855,87078
1,1853.52,88182
1,1852.04,89815
1,1850.57,93886
1,1849.09,99945
1,1847.61,103288
1,1846.14,111836
1,1844.66,137095
1,1843.18,163247
1,1841.7,173427
1,1840.22,203614
1,1838.74,320990
1,1837.26,460754
1,1835.78,487721
1,1834.3,546633
1,1832.82,757391
1,1831.34,1.15888e+006
1,1829.86,1.16041e+006
1,1828.38,1.1684e+006
1,1826.9,1.20426e+006
1,1825.41,1.17105e+006
1,1823.93,670231
1,1822.45,287335
1,1820.97,235551
1,1819.48,198393
1,1818,167245
1,1816.51,126004
1,1815.03,112172
1,1813.55,105705
1,1812.06,98621
1,1810.58,93623
1,1809.09,91639
1,1807.6,90789
1,1806.12,89930
1,1804.63,87330
1,1803.14,85428
1,1801.66,84695
1,1800.17,84054
1,1798.68,83574
1,1797.19,82888
1,1795.71,82191
1,1794.22,81640
1,1792.73,80950
1,1791.24,80160
1,1789.75,79147
1,1788.26,78410
1,1786.77,77950
1,1785.28,77697
1,1783.79,77470
1,1782.3,77317
1,1780.8,77132
1,1779.31,77092
1,1777.82,77136
1,1776.33,77121
1,1774.83,77220
1,1773.34,77313
1,1771.85,77353
1,1770.35,77377
1,1768.86,77138
1,1767.37,76894
1,1765.87,76745
1,1764.38,76523
1,1762.88,76364
1,1761.38,76174
1,1759.89,75964
1,1758.39,75834
1,1756.9,75816
1,1755.4,75740
1,1753.9,75726
1,1752.4,75651
1,1750.91,75615
1,1749.41,75587
1,1747.91,75565
1,1746.41,75570
1,1744.91,75515
1,1743.41,75505
1,1741.91,75601
1,1740.41,75536
1,1738.91,75496
1,1737.41,75540
1,1735.91,75556
1,1734.41,75586
1,1732.91,75654
1,1731.4,75634
1,1729.9,75832
1,1728.4,75892
1,1726.9,76007
1,1725.39,76160
1,1723.89,76331
1,1722.38,76844
1,1720.88,77508
1,1719.38,77988
1,1717.87,77888
1,1716.36,78163
1,1714.86,78308
1,1713.35,78324
1,1711.85,78398
1,1710.34,78073
1,1708.83,77843
1,1707.33,77763
1,1705.82,77848
1,1704.31,77783
1,1702.8,77584
1,1701.29,77316
1,1699.78,77197
1,1698.28,77011
1,1696.77,76841
1,1695.26,76570
1,1693.75,76470
1,1692.24,76373
1,1690.72,76310
1,1689.21,76250
1,1687.7,76160
1,1686.19,76155
1,1684.68,76145
1,1683.17,76230
1,1681.65,76274
1,1680.14,76352
1,1678.63,76461
1,1677.11,76484
1,1675.6,76555
1,1674.08,76605
1,1672.57,76682
1,1671.05,76686
1,1669.54,76674
1,1668.02,76765
1,1666.51,76843
1,1664.99,76901
1,1663.48,76932
1,1661.96,77040
1,1660.44,77064
1,1658.92,76977
1,1657.41,77030
1,1655.89,77125
1,1654.37,77204
1,1652.85,77160
1,1651.33,77249
1,1649.81,77335
1,1648.29,77338
1,1646.77,77440
1,1645.25,77595
1,1643.73,77789
1,1642.21,77934
1,1640.69,78115
1,1639.16,78382
1,1637.64,78096
1,1636.12,77879
1,1634.6,77796
1,1633.07,77704
1,1631.55,77631
1,1630.03,77481
1,1628.5,77447
1,1626.98,77370
1,1625.45,77273
1,1623.93,77072
1,1622.4,77016
1,1620.88,76934
