1,1967.2,63574
1,1965.94,63568
1,1964.67,63579
1,1963.4,63715
1,1962.14,63593
1,1960.87,63577
1,1959.6,63568
1,1958.33,63577
1,1957.06,63588
1,1955.79,63614
1,1954.52,63609
1,1953.25,63599
1,1951.98,63630
1,1950.71,63619
1,1949.44,63638
1,1948.17,63634
1,1946.89,63628
1,1945.62,63612
1,1944.35,63618
1,1943.07,63614
1,1941.8,63601
1,1940.52,63634
1,1939.24,63623
1,1937.97,63636
1,1936.69,63681
1,1935.41,63709
1,1934.13,63728
1,1932.86,63785
1,1931.58,63850
1,1930.3,63913
1,1929.02,64016
1,1927.74,64196
1,1926.46,64375
1,1925.17,64606
1,1923.89,64893
1,1922.61,65207
1,1921.33,65549
1,1920.04,65840
1,1918.76,66079
1,1917.47,66296
1,1916.19,66500
1,1914.9,66649
1,1913.62,66812
1,1912.33,66860
1,1911.04,66927
1,1909.76,66840
1,1908.47,66726
1,1907.18,66577
1,1905.89,66259
1,1904.6,66028
1,1903.31,65688
1,1902.02,65369
1,1900.73,65018
1,1899.44,64670
1,1898.15,64376
1,1896.85,64083
1,1895.56,63854
1,1894.27,63683
1,1892.97,63504
1,1891.68,63411
1,1890.38,63332
1,1889.09,63243
1,1887.79,63190
1,1886.49,63202
1,1885.2,63166
1,1883.9,63138
1,1882.6,63146
1,1881.3,63123
1,1880,63127
1,1878.7,63104
1,1877.4,63096
1,1876.1,63103
1,1874.8,63116
1,1873.5,63091
1,1872.2,63104
1,1870.89,63082
1,1869.59,63064
1,1868.29,63060
1,1866.98,63081
1,1865.68,63071
1,1864.37,63057
1,1863.07,63066
1,1861.76,63068
1,1860.45,63089
1,1859.14,63054
1,1857.84,63052
1,1856.53,63049
1,1855.22,63043
1,1853.91,63023
1,1852.6,63062
1,1851.29,63040
1,1849.98,63059
1,1848.67,63049
1,1847.36,63048
1,1846.04,63014
1,1844.73,63044
1,1843.42,63047
1,1842.1,63040
1,1840.79,63055
1,1839.47,63039
1,1838.16,63048
1,1836.84,63036
1,1835.52,63024
1,1834.21,63058
1,1832.89,63047
1,1831.57,63037
1,1830.25,63021
1,1828.93,63058
1,1827.61,63061
1,1826.29,63046
1,1824.97,63041
1,1823.65,63033
1,1822.33,63056
1,1821.01,63043
1,1819.68,63048
1,1818.36,63032
1,1817.04,63051
1,1815.71,63087
1,1814.39,63080
1,1813.06,63029
1,1811.74,63062
1,1810.41,63046
1,1809.08,63063
1,1807.75,63031
1,1806.43,63041
1,1805.1,63035
1,1803.77,63051
1,1802.44,63053
1,1801.11,63084
1,1799.78,63053
1,1798.45,63048
1,1797.11,63058
1,1795.78,63072
1,1794.45,63040
1,1793.12,63048
1,1791.78,63060
1,1790.45,63051
1,1789.11,63052
1,1787.78,63069
1,1786.44,63057
1,1785.11,63065
1,1783.77,63075
1,1782.43,63071
1,1781.09,63073
1,1779.75,63073
1,1778.42,63068
1,1777.08,63109
1,1775.74,63075
1,1774.4,63093
1,1773.05,63099
1,1771.71,63097
1,1770.37,63078
1,1769.03,63096
1,1767.68,63109
1,1766.34,63066
1,1765,63097
1,1763.65,63086
1,1762.31,63107
1,1760.96,63113
1,1759.61,63097
1,1758.27,63102
1,1756.92,63118
1,1755.57,63105
1,1754.22,63100
1,1752.87,63114
1,1751.52,63106
1,1750.17,63093
1,1748.82,63134
1,1747.47,63121
1,1746.12,63120
1,1744.77,63124
1,1743.41,63129
1,1742.06,63107
1,1740.71,63132
1,1739.35,63119
1,1738,63137
1,1736.64,63135
1,1735.29,63111
1,1733.93,63125
1,1732.57,63123
1,1731.22,63120
1,1729.86,63146
1,1728.5,63151
1,1727.14,63128
1,1725.78,63144
1,1724.42,63156
1,1723.06,63126
1,1721.7,63145
1,1720.34,63165
1,1718.97,63142
1,1717.61,63162
1,1716.25,63190
1,1714.88,63176
1,1713.52,63164
1,1712.15,63296
1,1710.79,63159
1,1709.42,63159
1,1708.05,63180
1,1706.69,63190
1,1705.32,63152
1,1703.95,63193
1,1702.58,63187
1,1701.21,63164
1,1699.84,63182
1,1698.47,63187
1,1697.1,63186
1,1695.73,63196
1,1694.36,63196
1,1692.98,63202
1,1691.61,63185
1,1690.24,63204
1,1688.86,63193
1,1687.49,63220
1,1686.11,63190
1,1684.74,63212
1,1683.36,63212
1,1681.98,63217
1,1680.61,63224
1,1679.23,63217
1,1677.85,63235
1,1676.47,63239
1,1675.09,63200
1,1673.71,63226
1,1672.33,63232
1,1670.95,63234
1,1669.57,63249
1,1668.18,63295
1,1666.8,63245
1,1665.42,63253
1,1664.03,63236
1,1662.65,63249
1,1661.26,63253
1,1659.88,63235
1,1658.49,63270
1,1657.11,63256
1,1655.72,63262
1,1654.33,63254
1,1652.94,63301
1,1651.55,63259
1,1650.16,63275
1,1648.77,63267
1,1647.38,63268
1,1645.99,63267
1,1644.6,63270
1,1643.21,63273
1,1641.81,63337
1,1640.42,63298
1,1639.03,63280
1,1637.63,63300
1,1636.24,63286
1,1634.84,63292
1,1633.45,63316
1,1632.05,63311
1,1630.65,63301
1,1629.25,63314
1,1627.86,63317
1,1626.46,63329
1,1625.06,63332
1,1623.66,63341
1,1622.26,63317
1,1620.86,63329
1,1619.45,63332
1,1618.05,63328
1,1616.65,63317
1,1615.25,63353
1,1613.84,63359
1,1612.44,63363
1,1611.03,63353
1,1609.63,63353
1,1608.22,63342
1,1606.82,63336
1,1605.41,63347
1,1604,63355
1,1602.59,63341
1,1601.18,63342
1,1599.77,63315
1,1598.36,63338
1,1596.95,63335
1,1595.54,63352
1,1594.13,63345
1,1592.72,63321
1,1591.31,63354
1,1589.89,63346
1,1588.48,63365
1,1587.06,63346
1,1585.65,63355
1,1584.23,63354
1,1582.82,63351
1,1581.4,63385
1,1579.98,63340
1,1578.57,63357
1,1577.15,63375
1,1575.73,63366
1,1574.31,63389
1,1572.89,63365
1,1571.47,63358
1,1570.05,63372
1,1568.63,63385
1,1567.2,63373
1,1565.78,63377
1,1564.36,63387
1,1562.93,63372
1,1561.51,63408
1,1560.08,63396
1,1558.66,63394
1,1557.23,63408
1,1555.81,63432
1,1554.38,63420
1,1552.95,63424
1,1551.52,63414
1,1550.09,63414
1,1548.66,63429
1,1547.23,63421
1,1545.8,63417
1,1544.37,63427
1,1542.94,63454
1,1541.51,63414
1,1540.07,63444
1,1538.64,63456
1,1537.21,63439
1,1535.77,63441
1,1534.34,63449
1,1532.9,63448
1,1531.46,63472
1,1530.03,63437
1,1528.59,63488
1,1527.15,63471
1,1525.71,63477
1,1524.27,63514
1,1522.83,63498
1,1521.39,63497
1,1519.95,63524
1,1518.51,63542
1,1517.07,63548
1,1515.62,63536
1,1514.18,63530
1,1512.74,63546
1,1511.29,63534
1,1509.85,63580
1,1508.4,63550
1,1506.96,63559
1,1505.51,63576
1,1504.06,63573
1,1502.62,63590
1,1501.17,63599
1,1499.72,63588
1,1498.27,63596
1,1496.82,63621
1,1495.37,63657
1,1493.92,63642
1,1492.46,63677
1,1491.01,63681
1,1489.56,63687
1,1488.1,63723
1,1486.65,63722
1,1485.2,63736
1,1483.74,63774
1,1482.28,63803
1,1480.83,63870
1,1479.37,63917
1,1477.91,63932
1,1476.46,63984
1,1475,64035
1,1473.54,64067
1,1472.08,64096
1,1470.62,64128
1,1469.16,64147
1,1467.69,64144
1,1466.23,64127
1,1464.77,64124
1,1463.31,64134
1,1461.84,64116
1,1460.38,64082
1,1458.91,64083
1,1457.45,64118
1,1455.98,64149
1,1454.51,64223
1,1453.05,64279
1,1451.58,64354
1,1450.11,64480
1,1448.64,64657
1,1447.17,64783
1,1445.7,64943
1,1444.23,65136
1,1442.76,65255
1,1441.28,65398
1,1439.81,65378
1,1438.34,65389
1,1436.86,65307
1,1435.39,65201
1,1433.91,65055
1,1432.44,64889
1,1430.96,64762
1,1429.49,64623
1,1428.01,64486
1,1426.53,64439
1,1425.05,64337
1,1423.57,64276
1,1422.09,64177
1,1420.61,64188
1,1419.13,64147
1,1417.65,64137
1,1416.17,64118
1,1414.68,64087
1,1413.2,64067
1,1411.72,64074
1,1410.23,64025
1,1408.75,64045
1,1407.26,64042
1,1405.78,64013
1,1404.29,64003
1,1402.8,64001
1,1401.31,63970
1,1399.82,63962
1,1398.34,63977
1,1396.85,63956
1,1395.35,63941
1,1393.86,63919
