1,1981.76,614,614,614,614,614,614,612,615,614,614,614,615,613,614,614,613,614,614,614,614,613,615,615,614,613,615,614,614,614,614,614,613,614,615,614,613,615,613,615,614,615,615,613,614,615,614,614,615,615,615,614,615,615,614,613,614,614,615,615,614,614,615,614,615,615,615,613,616,614,615,615,615,615,615,614,615,615,614,615,614,614,614,614,614,614,614,615,613,614,614,615,615,614,614,615,613,614,613,614,614
1,1980.43,614,614,613,615,614,614,614,614,615,614,615,615,615,615,615,615,614,613,614,615,613,614,614,614,613,615,616,615,615,615,615,614,614,615,614,615,615,614,616,616,614,614,614,614,613,614,613,612,614,614,615,615,616,613,614,614,614,614,613,615,614,614,614,614,615,613,615,614,615,614,614,614,613,614,615,616,614,615,614,613,614,618,615,615,614,613,615,614,614,614,615,614,614,616,614,614,615,615,615,615
1,1979.09,614,615,614,615,615,614,615,614,615,614,613,615,615,614,615,614,614,614,615,615,614,613,615,613,615,614,612,616,613,614,613,614,615,615,614,614,615,614,614,614,615,614,614,615,615,614,616,616,615,614,615,615,613,614,615,615,613,614,613,613,614,615,613,614,615,613,613,614,615,615,614,614,615,614,616,616,615,614,615,615,614,616,615,613,615,614,615,614,614,613,614,615,616,615,614,615,616,615,615,612
1,1977.76,614,614,615,614,614,613,613,615,613,614,615,613,613,614,614,615,613,613,614,615,614,615,614,616,615,615,612,613,614,614,613,614,615,614,615,614,613,615,614,615,614,615,614,615,614,614,614,614,614,615,614,615,614,615,615,614,613,616,614,614,614,615,614,615,616,614,612,613,615,614,614,613,615,614,614,614,614,615,614,614,615,615,616,614,614,616,614,617,615,613,614,616,615,614,615,614,613,614,615,613
1,1976.43,616,613,615,615,613,615,613,615,614,614,613,613,614,613,613,614,614,615,615,616,613,615,614,614,614,615,614,615,614,613,614,615,615,614,615,615,614,614,616,613,615,615,614,614,614,617,615,614,614,615,615,613,615,614,615,614,614,615,614,613,613,615,615,614,615,615,614,615,615,613,615,614,613,614,614,615,615,614,614,614,614,614,615,615,615,616,615,614,615,615,614,613,614,614,614,615,615,614,613,615
1,1975.09,614,615,614,614,617,613,613,614,613,614,614,614,615,615,614,615,616,615,613,614,616,614,614,615,615,615,615,615,615,614,615,615,614,613,616,614,615,614,616,613,614,614,615,613,614,614,614,614,615,614,613,613,615,613,615,613,616,614,615,613,615,615,614,615,616,615,615,614,614,615,612,615,615,615,614,617,614,615,614,614,615,614,614,614,614,616,613,615,617,614,615,615,613,613,614,614,615,615,614,613
1,1973.76,617,614,614,613,614,614,614,613,614,614,613,614,613,615,613,614,613,615,614,614,614,614,615,614,614,615,614,614,614,613,614,614,615,614,614,615,615,614,615,613,616,614,615,613,614,615,615,614,615,614,614,614,615,615,615,614,616,613,615,615,614,615,614,614,614,614,613,614,614,616,614,614,615,615,615,614,616,614,613,617,613,615,615,614,616,615,614,615,615,615,613,615,615,614,616,615,615,615,614,614
1,1972.43,615,614,612,615,614,614,614,613,615,614,613,615,614,615,615,614,614,614,613,614,614,615,613,614,614,613,613,614,615,614,614,615,613,614,614,613,614,614,614,614,615,615,614,615,613,614,613,615,615,615,615,615,615,615,615,615,614,613,614,614,613,614,615,613,614,615,615,613,613,615,615,615,614,614,614,613,615,613,614,615,613,615,614,615,614,613,615,614,614,614,614,616,614,614,615,615,615,614,615,615
1,1971.09,613,614,614,614,615,613,613,614,613,613,613,614,614,614,616,615,615,614,615,615,614,615,615,614,614,616,613,615,615,614,614,616,614,614,614,613,613,614,615,614,613,614,614,614,614,616,614,613,615,614,615,615,614,614,615,614,614,614,613,614,615,614,615,614,614,614,614,614,614,614,613,616,614,614,613,615,615,613,615,615,616,616,615,616,616,616,615,615,615,615,615,615,616,614,615,613,615,615,613,615
1,1969.76,616,612,613,615,615,613,614,617,613,614,614,615,614,614,615,613,615,614,615,613,615,616,614,613,615,614,615,614,615,614,614,615,616,614,614,616,615,614,613,613,613,613,615,615,614,615,615,616,614,614,616,614,615,616,614,614,615,615,614,615,613,613,614,614,615,614,615,614,615,615,614,615,615,613,617,616,615,614,615,616,615,615,614,614,615,614,614,615,613,616,615,613,614,613,615,614,614,613,615,615
1,1968.42,615,613,615,613,613,614,614,614,614,614,616,614,614,615,616,613,614,613,614,614,614,615,615,615,614,615,614,613,612,614,615,613,615,614,613,615,614,613,615,616,614,614,614,615,616,614,614,615,615,613,614,614,614,615,614,614,615,616,615,614,614,614,616,616,617,614,613,614,615,614,615,614,616,612,614,614,614,613,615,613,614,615,614,615,615,615,613,614,614,615,615,614,613,613,615,614,615,614,615,615
1,1967.09,614,614,614,614,614,614,615,615,615,615,615,615,614,615,614,615,613,614,614,613,614,613,614,614,613,615,615,614,614,614,615,614,614,614,615,615,616,614,615,614,614,616,614,614,614,614,615,615,613,613,614,614,614,614,615,614,614,615,614,614,614,614,615,614,617,615,613,615,615,614,614,615,613,613,617,613,614,616,615,615,616,615,616,615,614,615,615,615,615,615,614,615,615,615,615,615,615,614,615,616
1,1965.75,614,613,614,615,615,614,613,615,615,616,615,613,615,613,614,614,615,614,615,615,614,615,614,615,614,615,613,615,615,614,614,614,614,615,615,613,614,614,615,613,616,614,614,615,613,615,615,615,615,614,616,615,614,613,614,614,615,616,615,614,613,614,615,616,615,615,614,614,615,614,615,616,615,613,616,615,613,614,615,615,613,615,615,614,615,615,617,615,616,614,615,613,613,614,615,614,613,614,615,614
1,1964.42,614,613,615,615,613,615,615,616,614,615,615,614,615,616,615,615,613,614,616,614,614,614,613,614,616,614,613,614,614,615,614,615,615,614,616,613,615,614,614,614,613,615,614,614,613,615,615,614,614,615,614,615,614,614,613,613,614,615,613,615,617,614,614,615,614,615,614,615,615,613,614,613,615,614,615,616,614,616,615,614,614,615,613,616,614,615,613,613,615,614,615,614,615,613,614,614,614,614,614,614
1,1963.08,616,615,615,613,614,614,615,614,615,615,616,614,615,615,615,614,615,615,614,615,615,613,617,614,613,614,615,614,614,615,614,616,615,614,615,614,613,614,616,613,617,615,614,613,614,615,616,616,613,615,614,615,614,614,615,614,615,615,614,614,615,612,614,615,615,615,614,613,615,614,615,615,614,615,614,612,614,615,613,614,615,614,613,613,613,615,615,613,613,613,614,614,616,615,615,614,615,613,614,614
1,1961.74,615,614,614,614,613,615,615,614,615,613,615,614,614,613,613,614,615,615,615,614,613,613,615,613,615,614,614,614,615,615,614,615,616,614,615,614,615,615,613,615,614,615,614,615,614,614,614,614,614,616,615,614,614,615,616,615,615,615,613,614,614,614,614,616,614,613,614,615,615,616,615,614,614,615,614,614,613,614,613,616,614,615,615,615,615,614,613,615,615,613,614,614,613,615,616,615,615,615,615,614
1,1960.41,614,614,615,613,615,615,615,615,615,615,613,614,614,614,615,615,614,615,613,614,614,616,614,614,615,616,615,615,615,615,615,614,616,614,613,614,614,615,615,615,614,614,614,614,614,614,613,614,615,613,614,614,615,614,613,615,617,613,613,614,615,615,613,613,613,614,614,615,616,615,614,615,615,614,613,613,615,614,614,615,614,615,615,613,614,614,614,614,613,615,614,615,614,615,615,614,615,613,614,615
1,1959.07,613,615,614,615,613,614,614,614,615,615,614,614,615,613,614,613,614,614,614,615,614,616,614,614,615,614,614,614,615,616,615,615,614,616,615,614,615,615,614,614,615,615,615,615,617,615,616,615,615,615,614,614,615,615,614,615,614,615,615,615,615,615,615,614,614,614,614,613,613,615,615,615,614,615,614,614,615,615,613,615,615,614,614,614,616,615,613,613,613,614,614,613,615,615,615,615,617,612,614,613
1,1957.73,613,614,614,615,614,614,614,614,615,614,615,615,614,614,614,614,613,615,613,613,614,615,615,615,615,615,615,615,616,615,614,615,615,614,615,614,614,613,615,614,615,615,613,613,613,613,615,615,614,614,612,615,613,614,615,613,613,614,613,615,614,613,615,613,614,614,613,611,614,614,613,614,614,614,617,615,614,614,615,615,614,615,615,613,615,616,615,614,613,616,614,614,613,614,615,613,614,614,613,615
1,1956.4,613,614,612,615,615,614,613,617,613,615,615,613,614,614,615,613,615,614,615,616,616,614,614,614,614,615,614,615,614,613,615,616,614,615,615,613,615,615,615,613,615,615,614,615,614,616,614,615,616,614,615,614,614,614,615,614,615,614,613,614,615,614,614,613,615,614,615,614,613,613,616,615,615,615,614,614,615,615,615,616,616,613,615,616,613,613,614,614,617,614,613,614,615,615,614,614,614,616,615,615
